Cmdline: /system/bin/simpleperf record --app com.ps2x.runner --add-meta-info app_type=profileable --in-app --tracepoint-events /data/local/tmp/tracepoint_events --out-fd 3 --stop-signal-fd 4 -g --duration 30
Arch: arm64
Event: cpu-cycles (type 0, config 0)
Samples: 600515
Event count: 451006521975

Overhead  Command          Symbol
0.14%     GsWorker         scudo::SizeClassAllocatorLocalCache<scudo::SizeClassAllocator64<scudo::PrimaryConfig<scudo::AndroidNormalConfig>>>::drain(scudo::SizeClassAllocatorLocalCache<scudo::SizeClassAllocator64<scudo::PrimaryConfig<scudo::AndroidNormalConfig>>>::PerClass*, unsigned long)
0.14%     GsWorker         scudo::SizeClassAllocator64<scudo::PrimaryConfig<scudo::AndroidNormalConfig>>::pushBlocks(scudo::SizeClassAllocatorLocalCache<scudo::SizeClassAllocator64<scudo::PrimaryConfig<scudo::AndroidNormalConfig>>>*, unsigned long, unsigned int*, unsigned int)
0.14%     GsWorker         libvulkan_freedreno.so[+aa12b8]
0.14%     GsWorker         libvulkan_freedreno.so[+b482c8]
0.14%     GsWorker         libvulkan_freedreno.so[+b6d64c]
0.14%     GsWorker         libvulkan_freedreno.so[+c658a4]
0.13%     GsWorker         libvulkan_freedreno.so[+c1d000]
0.13%     GsWorker         libvulkan_freedreno.so[+b41974]
0.13%     GameThread       VU1RecompImage<17692172933381506641ul>::f2a10(VU1Interpreter&, VU1Interpreter::RunContext&)
0.13%     GsWorker         libvulkan_freedreno.so[+c1c68c]
0.13%     GameThread       PS2Memory::advanceEeTimers(unsigned long)
0.13%     GsWorker         libvulkan_freedreno.so[+c65898]
0.13%     GsWorker         libvulkan_freedreno.so[+c1cf48]
0.12%     GsWorker         scudo::SizeClassAllocator64<scudo::PrimaryConfig<scudo::AndroidNormalConfig>>::pushBlocksImpl(scudo::SizeClassAllocatorLocalCache<scudo::SizeClassAllocator64<scudo::PrimaryConfig<scudo::AndroidNormalConfig>>>*, unsigned long, scudo::SizeClassAllocator64<scudo::PrimaryConfig<scudo::AndroidNormalConfig>>::RegionInfo*, unsigned int*, unsigned int, bool)
0.12%     GameThread       VU1RecompImage<17692172933381506641ul>::f2a18(VU1Interpreter&, VU1Interpreter::RunContext&)
0.12%     GsWorker         libvulkan_freedreno.so[+b6bfa4]
0.12%     GsWorker         libvulkan_freedreno.so[+b6bfb4]
0.12%     GameThread       VU1RecompImage<17692172933381506641ul>::f2a20(VU1Interpreter&, VU1Interpreter::RunContext&)
0.12%     GsWorker         libvulkan_freedreno.so[+c65348]
0.12%     GsWorker         libvulkan_freedreno.so[+c65b38]
0.12%     GameThread       EeScheduler::accountCycles(unsigned int)
0.11%     GsWorker         libvulkan_freedreno.so[+aa0e38]
0.11%     GsWorker         libvulkan_freedreno.so[+c657a0]
0.11%     com.ps2x.runner  !!!0000!a0d82c13dd4b4e4f31b6cd30a2cb0d!a9ee82cd83!
0.11%     GsWorker         libvulkan_freedreno.so[+c65b80]
0.11%     GsWorker         libvulkan_freedreno.so[+c3f644]
0.11%     GsWorker         void ParallelGS::GSInterface::drawing_kick_append<false, false, false, 3u>()
0.11%     GsWorker         libvulkan_freedreno.so[+b40be8]
0.11%     GsWorker         libvulkan_freedreno.so[+ae57b4]
0.11%     GsWorker         libvulkan_freedreno.so[+b6b87c]
0.10%     GsWorker         libvulkan_freedreno.so[+c631e8]
0.10%     GsWorker         libvulkan_freedreno.so[+c65a7c]
0.10%     GsWorker         libvulkan_freedreno.so[+c1d4d0]
0.10%     GsWorker         libvulkan_freedreno.so[+b6b968]
0.10%     GsWorker         [kernel.kallsyms][+ffffffe760a21680]
0.10%     GsWorker         libvulkan_freedreno.so[+b6c370]
0.10%     GsWorker         libvulkan_freedreno.so[+aa1274]
0.10%     GsWorker         libvulkan_freedreno.so[+c65b8c]
0.10%     GsWorker         libvulkan_freedreno.so[+c19210]
0.10%     GsWorker         libvulkan_freedreno.so[+b40d8c]
0.09%     GsWorker         libvulkan_freedreno.so[+b6b994]
0.09%     GsWorker         libvulkan_freedreno.so[+aa12c0]
0.09%     GsWorker         libvulkan_freedreno.so[+c631f0]
0.09%     GsWorker         libvulkan_freedreno.so[+aa1324]
0.09%     GameThread       PS2Runtime::dispatchGuestBranch(unsigned char*, R5900Context*, unsigned int, unsigned int, unsigned int, PS2Runtime::GuestBranchKind, char const*)
0.09%     GameThread       __vfprintf
0.09%     GsWorker         libvulkan_freedreno.so[+c656a0]
0.09%     GsWorker         libvulkan_freedreno.so[+ab04d8]
0.09%     GsWorker         libvulkan_freedreno.so[+c65984]
0.09%     GsWorker         libvulkan_freedreno.so[+b47350]
0.09%     GsWorker         libvulkan_freedreno.so[+b41998]
0.09%     GsWorker         libvulkan_freedreno.so[+ae6884]
0.09%     GsWorker         libvulkan_freedreno.so[+c632b0]
0.09%     GsWorker         libvulkan_freedreno.so[+b48524]
0.09%     GameThread       VU1RecompImage<17692172933381506641ul>::f2a50(VU1Interpreter&, VU1Interpreter::RunContext&)
0.09%     GameThread       sub_0019D250_0x19d250(unsigned char*, R5900Context*, PS2Runtime*)
0.09%     GsWorker         libvulkan_freedreno.so[+c1f254]
0.09%     GsWorker         libvulkan_freedreno.so[+c3e908]
0.09%     GameThread       VU1RecompImage<17692172933381506641ul>::f2a40(VU1Interpreter&, VU1Interpreter::RunContext&)
0.09%     GameThread       [kernel.kallsyms][+ffffffe760a2784c]
0.09%     GameThread       libunwind::LocalAddressSpace::getEncodedP(unsigned long&, unsigned long, unsigned char, unsigned long)
0.09%     GsWorker         libvulkan_freedreno.so[+b89918]
0.08%     GsWorker         scudo::SizeClassAllocator64<scudo::PrimaryConfig<scudo::AndroidNormalConfig>>::popBlocksImpl(scudo::SizeClassAllocatorLocalCache<scudo::SizeClassAllocator64<scudo::PrimaryConfig<scudo::AndroidNormalConfig>>>*, unsigned long, scudo::SizeClassAllocator64<scudo::PrimaryConfig<scudo::AndroidNormalConfig>>::RegionInfo*, unsigned int*, unsigned short)
0.08%     GsWorker         libvulkan_freedreno.so[+b40bd8]
0.08%     GsWorker         libvulkan_freedreno.so[+b419d0]
0.08%     GsWorker         libvulkan_freedreno.so[+c65324]
0.08%     GsWorker         libvulkan_freedreno.so[+c1ac24]
0.08%     GsWorker         [kernel.kallsyms][+ffffffe760d65384]
0.08%     GsWorker         libvulkan_freedreno.so[+b85914]
0.08%     GameThread       ps2DiagWatchEnabled()
0.08%     GsWorker         libvulkan_freedreno.so[+b40e04]
0.08%     GsWorker         libvulkan_freedreno.so[+c41678]
0.08%     GsWorker         libvulkan_freedreno.so[+b89aec]
0.08%     GsWorker         libvulkan_freedreno.so[+ab04a8]
0.08%     GsWorker         libvulkan_freedreno.so[+c653d0]
0.08%     GameThread       VU1RecompImage<17692172933381506641ul>::f2a38(VU1Interpreter&, VU1Interpreter::RunContext&)
0.08%     GsWorker         libvulkan_freedreno.so[+b7abc0]
0.08%     GsWorker         libvulkan_freedreno.so[+c65394]
0.08%     GsWorker         libvulkan_freedreno.so[+c1c638]
0.08%     GsWorker         libvulkan_freedreno.so[+c1d094]
0.08%     GsWorker         bool scudo::PageReleaseContext::markFreeBlocksInRegion<scudo::TransferBatch<scudo::SizeClassAllocator64<scudo::PrimaryConfig<scudo::AndroidNormalConfig>>>, scudo::SizeClassAllocator64<scudo::PrimaryConfig<scudo::AndroidNormalConfig>>::markFreeBlocks(scudo::SizeClassAllocator64<scudo::PrimaryConfig<scudo::AndroidNormalConfig>>::RegionInfo*, unsigned long, unsigned long, unsigned long, scudo::SinglyLinkedList<scudo::BatchGroup<scudo::SizeClassAllocator64<scudo::PrimaryConfig<scudo::AndroidNormalConfig>>>>&)::'lambda'(unsigned int)>(scudo::IntrusiveList<scudo::TransferBatch<scudo::SizeClassAllocator64<scudo::PrimaryConfig<scudo::AndroidNormalConfig>>>> const&, scudo::SizeClassAllocator64<scudo::PrimaryConfig<scudo::AndroidNormalConfig>>::markFreeBlocks(scudo::SizeClassAllocator64<scudo::PrimaryConfig<scudo::AndroidNormalConfig>>::RegionInfo*, unsigned long, unsigned long, unsigned long, scudo::SinglyLinkedList<scudo::BatchGroup<scudo::SizeClassAllocator64<scudo::PrimaryConfig<scudo::AndroidNormalConfig>>>>&)::'lambda'(unsigned int), unsigned long, unsigned long, unsigned long, bool)
0.08%     GsWorker         libvulkan_freedreno.so[+bcaccc]
0.08%     GsWorker         libvulkan_freedreno.so[+bcac90]
0.08%     GsWorker         libvulkan_freedreno.so[+c65970]
0.08%     GsWorker         libvulkan_freedreno.so[+c65670]
0.08%     GameThread       sub_0037E120_0x37e120(unsigned char*, R5900Context*, PS2Runtime*)
0.08%     GsWorker         libvulkan_freedreno.so[+c6508c]
0.08%     GsWorker         ps2x_gs_parallel::(anonymous namespace)::GSParallelBackend::Present(GSPresentationRequest const&)
0.07%     GsWorker         [kernel.kallsyms][+ffffffe760d35864]
0.07%     GsWorker         libvulkan_freedreno.so[+c65b64]
0.07%     GsWorker         [kernel.kallsyms][+ffffffe760d917d0]
0.07%     GsWorker         libvulkan_freedreno.so[+c1d40c]
0.07%     GsWorker         libvulkan_freedreno.so[+b88898]
0.07%     GsWorker         libvulkan_freedreno.so[+c1994c]
0.07%     GsWorker         GS::writeRegisterPacked(unsigned char, unsigned long, unsigned long)
0.07%     GsWorker         libvulkan_freedreno.so[+c658bc]
0.07%     GsWorker         libvulkan_freedreno.so[+c6b86c]
0.07%     GsWorker         libvulkan_freedreno.so[+c1f014]
0.07%     GsWorker         libvulkan_freedreno.so[+b484e8]
0.07%     GsWorker         libvulkan_freedreno.so[+c65cd0]
0.07%     GsWorker         libvulkan_freedreno.so[+b40f70]
0.07%     GsWorker         libvulkan_freedreno.so[+ab06b8]
0.07%     GsWorker         libvulkan_freedreno.so[+ab04c8]
0.07%     GameThread       sub_003B49D0_0x3b49d0(unsigned char*, R5900Context*, PS2Runtime*)
0.07%     GsWorker         libvulkan_freedreno.so[+c60650]
0.07%     GsWorker         libvulkan_freedreno.so[+c65c40]
0.07%     GsWorker         libvulkan_freedreno.so[+c6592c]
0.07%     GsWorker         libvulkan_freedreno.so[+aa1264]
0.07%     GsWorker         libvulkan_freedreno.so[+c1d490]
0.07%     GsWorker         libvulkan_freedreno.so[+c38b7c]
0.07%     GsWorker         libvulkan_freedreno.so[+c1f2c0]
0.07%     GsWorker         libvulkan_freedreno.so[+c1d030]
0.07%     GsWorker         libvulkan_freedreno.so[+c2929c]
0.07%     GsWorker         libvulkan_freedreno.so[+c65334]
0.07%     GsWorker         libvulkan_freedreno.so[+ae4d48]
0.07%     GsWorker         libvulkan_freedreno.so[+c1d108]
0.07%     GameThread       VU1RecompImage<17692172933381506641ul>::f2a28(VU1Interpreter&, VU1Interpreter::RunContext&)
0.06%     GsWorker         libvulkan_freedreno.so[+b6c350]
0.06%     GameThread       EeScheduler::checkpointDue(unsigned int)
0.06%     GsWorker         libvulkan_freedreno.so[+c6030c]
0.06%     GsWorker         [kernel.kallsyms][+ffffffe7611d4f98]
0.06%     GsWorker         libvulkan_freedreno.so[+c1d0fc]
0.06%     GameThread       sub_00398A60_0x398a60(unsigned char*, R5900Context*, PS2Runtime*)
0.06%     GsWorker         libvulkan_freedreno.so[+c19908]
0.06%     GameThread       __emutls_get_address
0.06%     GsWorker         libvulkan_freedreno.so[+c60378]
0.06%     GsWorker         GS::buildDrawBatch(int) const
0.06%     GsWorker         libvulkan_freedreno.so[+c65ae0]
0.06%     GsWorker         libvulkan_freedreno.so[+c65358]
0.06%     GsWorker         libvulkan_freedreno.so[+c18d40]
0.06%     GsWorker         [kernel.kallsyms][+ffffffe760dd6c84]
0.06%     GsWorker         libvulkan_freedreno.so[+c1d110]
0.06%     GsWorker         scudo::HybridMutex::lock()
0.06%     GsWorker         libvulkan_freedreno.so[+b48a50]
0.06%     GsWorker         libvulkan_freedreno.so[+c1f2d8]
0.06%     GsWorker         libvulkan_freedreno.so[+c1d064]
0.06%     GsWorker         libvulkan_freedreno.so[+b4899c]
0.06%     GsWorker         libvulkan_freedreno.so[+aa1290]
0.06%     GsWorker         libvulkan_freedreno.so[+c1d334]
0.06%     GsWorker         GS::vertexKick(bool)
0.06%     GsWorker         libvulkan_freedreno.so[+c65aa0]
0.06%     GsWorker         libvulkan_freedreno.so[+c65ae4]
0.06%     GsWorker         libvulkan_freedreno.so[+c1cf28]
0.06%     GsWorker         libvulkan_freedreno.so[+b7b648]
0.06%     GsWorker         libvulkan_freedreno.so[+c1d0a4]
0.06%     GsWorker         libvulkan_freedreno.so[+c653c0]
0.06%     GsWorker         libvulkan_freedreno.so[+b41958]
0.06%     GsWorker         libvulkan_freedreno.so[+b89af4]
0.06%     GsWorker         libvulkan_freedreno.so[+c65964]
0.06%     GsWorker         libvulkan_freedreno.so[+c658cc]
0.06%     GsWorker         libvulkan_freedreno.so[+b41968]
0.06%     GsWorker         libvulkan_freedreno.so[+b473f4]
0.06%     GsWorker         libvulkan_freedreno.so[+b85cf4]
0.06%     GsWorker         libvulkan_freedreno.so[+b4158c]
0.06%     GsWorker         libvulkan_freedreno.so[+c631d0]
0.06%     GsWorker         libvulkan_freedreno.so[+b6b898]
0.06%     GsWorker         libvulkan_freedreno.so[+c658dc]
0.06%     GsWorker         madvise
0.06%     GsWorker         libvulkan_freedreno.so[+ae66dc]
0.06%     GsWorker         libvulkan_freedreno.so[+c65b50]
0.06%     GsWorker         libvulkan_freedreno.so[+c65b54]
0.06%     GsWorker         libvulkan_freedreno.so[+c17690]
0.06%     GsWorker         libvulkan_freedreno.so[+c65ac0]
0.06%     GameThread       VU1RecompImage<11917748289753363281ul>::f0628(VU1Interpreter&, VU1Interpreter::RunContext&)
0.06%     GsWorker         libvulkan_freedreno.so[+af0b98]
0.06%     GsWorker         libvulkan_freedreno.so[+ae678c]
0.06%     GsWorker         scudo_free
0.06%     GsWorker         libvulkan_freedreno.so[+c65aa4]
0.06%     GsWorker         libvulkan_freedreno.so[+c6578c]
0.06%     GsWorker         libvulkan_freedreno.so[+c65b44]
0.06%     GsWorker         libvulkan_freedreno.so[+aa11bc]
0.06%     GsWorker         libvulkan_freedreno.so[+aa0e20]
0.06%     GsWorker         libvulkan_freedreno.so[+c658c8]
0.06%     GsWorker         libvulkan_freedreno.so[+c659a8]
0.06%     GsWorker         libvulkan_freedreno.so[+bb389c]
0.06%     GsWorker         libvulkan_freedreno.so[+c1cfbc]
0.06%     GsWorker         libvulkan_freedreno.so[+c1f2cc]
0.06%     GsWorker         libvulkan_freedreno.so[+c65988]
0.05%     GsWorker         libvulkan_freedreno.so[+c65ac4]
0.05%     GsWorker         libvulkan_freedreno.so[+aa12cc]
0.05%     GsWorker         libvulkan_freedreno.so[+b459a4]
0.05%     GsWorker         libvulkan_freedreno.so[+c656b8]
0.05%     GsWorker         libvulkan_freedreno.so[+b888b4]
0.05%     GsWorker         libvulkan_freedreno.so[+c60678]
0.05%     GsWorker         libvulkan_freedreno.so[+ab0698]
0.05%     GsWorker         libvulkan_freedreno.so[+bb3888]
0.05%     GsWorker         libvulkan_freedreno.so[+c650e8]
0.05%     GsWorker         libvulkan_freedreno.so[+b7a978]
0.05%     GsWorker         libvulkan_freedreno.so[+b48804]
0.05%     GsWorker         libvulkan_freedreno.so[+ae67e0]
0.05%     GsWorker         libvulkan_freedreno.so[+ae67b8]
0.05%     GsWorker         libvulkan_freedreno.so[+c1d4bc]
0.05%     GameThread       VU1RecompImage<11917748289753363281ul>::f0718(VU1Interpreter&, VU1Interpreter::RunContext&)
0.05%     GameThread       __sfvwrite
0.05%     GsWorker         libvulkan_freedreno.so[+c6588c]
0.05%     GsWorker         libvulkan_freedreno.so[+c440c0]
0.05%     GsWorker         [kernel.kallsyms][+ffffffe760a21688]
0.05%     GameThread       VU1RecompImage<11917748289753363281ul>::f0690(VU1Interpreter&, VU1Interpreter::RunContext&)
0.05%     GsWorker         libvulkan_freedreno.so[+ae4d8c]
0.05%     GsWorker         libvulkan_freedreno.so[+c659c8]
0.05%     GsWorker         libvulkan_freedreno.so[+c60344]
0.05%     GsWorker         libvulkan_freedreno.so[+c18798]
0.05%     GameThread       std::__ndk1::pair<std::__ndk1::__hash_iterator<std::__ndk1::__hash_node<std::__ndk1::__hash_value_type<unsigned int, ps2_park::ParkHotPcEntry>, void*>*>, bool> std::__ndk1::__hash_table<std::__ndk1::__hash_value_type<unsigned int, ps2_park::ParkHotPcEntry>, std::__ndk1::__unordered_map_hasher<unsigned int, std::__ndk1::__hash_value_type<unsigned int, ps2_park::ParkHotPcEntry>, std::__ndk1::hash<unsigned int>, std::__ndk1::equal_to<unsigned int>, true>, std::__ndk1::__unordered_map_equal<unsigned int, std::__ndk1::__hash_value_type<unsigned int, ps2_park::ParkHotPcEntry>, std::__ndk1::equal_to<unsigned int>, std::__ndk1::hash<unsigned int>, true>, std::__ndk1::allocator<std::__ndk1::__hash_value_type<unsigned int, ps2_park::ParkHotPcEntry>>>::__emplace_unique_key_args<unsigned int, std::__ndk1::piecewise_construct_t const&, std::__ndk1::tuple<unsigned int const&>, std::__ndk1::tuple<>>(unsigned int const&, std::__ndk1::piecewise_construct_t const&, std::__ndk1::tuple<unsigned int const&>&&, std::__ndk1::tuple<>&&)
0.05%     GsWorker         libvulkan_freedreno.so[+c6506c]
0.05%     GameThread       VU1RecompImage<11917748289753363281ul>::f0658(VU1Interpreter&, VU1Interpreter::RunContext&)
0.05%     GameThread       VU1RecompImage<11917748289753363281ul>::f0710(VU1Interpreter&, VU1Interpreter::RunContext&)
0.05%     GameThread       VU1RecompImage<11917748289753363281ul>::f0678(VU1Interpreter&, VU1Interpreter::RunContext&)
0.05%     GameThread       VU1RecompImage<11917748289753363281ul>::f0630(VU1Interpreter&, VU1Interpreter::RunContext&)
0.05%     GsWorker         libvulkan_freedreno.so[+c5f67c]
0.05%     GsWorker         libvulkan_freedreno.so[+c1d0c4]
0.05%     GsWorker         libvulkan_freedreno.so[+b40bd0]
0.05%     GsWorker         libvulkan_freedreno.so[+c1d328]
0.05%     GsWorker         libvulkan_freedreno.so[+b487c8]
0.05%     GameThread       [kernel.kallsyms][+ffffffe760ad37c0]
0.05%     GsWorker         libvulkan_freedreno.so[+c65544]
0.05%     GsWorker         libvulkan_freedreno.so[+b473f8]
0.05%     GsWorker         libvulkan_freedreno.so[+c65b94]
0.05%     GsWorker         libvulkan_freedreno.so[+c18d20]
0.05%     GsWorker         libvulkan_freedreno.so[+c1e6b4]
0.05%     GameThread       libunwind::LocalAddressSpace::getULEB128(unsigned long&, unsigned long)
0.05%     GsWorker         libvulkan_freedreno.so[+c1cff4]
0.05%     GsWorker         libvulkan_freedreno.so[+b6c344]
0.05%     GameThread       VU1RecompImage<11917748289753363281ul>::f0680(VU1Interpreter&, VU1Interpreter::RunContext&)
0.05%     GameThread       VU1RecompImage<11917748289753363281ul>::f0640(VU1Interpreter&, VU1Interpreter::RunContext&)
0.05%     GsWorker         libvulkan_freedreno.so[+ab04b4]
0.05%     GsWorker         libvulkan_freedreno.so[+b40da4]
0.05%     GsWorker         libvulkan_freedreno.so[+c3e940]
0.05%     GsWorker         libvulkan_freedreno.so[+b6b8f4]
0.05%     GsWorker         libvulkan_freedreno.so[+c173c4]
0.05%     GameThread       VU1RecompImage<11917748289753363281ul>::f0638(VU1Interpreter&, VU1Interpreter::RunContext&)
0.05%     GsWorker         libvulkan_freedreno.so[+a96c58]
0.05%     GameThread       VU1RecompImage<11917748289753363281ul>::f06b0(VU1Interpreter&, VU1Interpreter::RunContext&)
0.05%     GsWorker         libvulkan_freedreno.so[+c19928]
0.05%     GameThread       VU1RecompImage<11917748289753363281ul>::f0648(VU1Interpreter&, VU1Interpreter::RunContext&)
0.05%     GsWorker         libvulkan_freedreno.so[+c1cf50]
0.05%     GsWorker         [kernel.kallsyms][+ffffffe761a8e614]
0.05%     GsWorker         libvulkan_freedreno.so[+ab82e8]
0.05%     GsWorker         libvulkan_freedreno.so[+b40e38]
0.05%     GsWorker         libvulkan_freedreno.so[+c6b8c8]
0.05%     GsWorker         libvulkan_freedreno.so[+bcb098]
0.05%     GsWorker         libvulkan_freedreno.so[+c1cf40]
0.05%     GsWorker         libvulkan_freedreno.so[+bcad14]
0.05%     GameThread       VU1RecompImage<17692172933381506641ul>::f2a48(VU1Interpreter&, VU1Interpreter::RunContext&)
0.05%     GameThread       pthread_mutex_lock
0.05%     GsWorker         libvulkan_freedreno.so[+c653b4]
0.05%     GsWorker         libvulkan_freedreno.so[+c28b68]
0.05%     GsWorker         libvulkan_freedreno.so[+c65240]
0.05%     GameThread       VU1RecompImage<17692172933381506641ul>::f2a30(VU1Interpreter&, VU1Interpreter::RunContext&)
0.05%     GsWorker         libvulkan_freedreno.so[+b40d5c]
0.05%     GsWorker         libvulkan_freedreno.so[+c6322c]
0.05%     GsWorker         libvulkan_freedreno.so[+b6b918]
0.05%     GsWorker         libvulkan_freedreno.so[+c650a8]
0.05%     GsWorker         [kernel.kallsyms][+ffffffe760d625bc]
0.05%     GsWorker         libvulkan_freedreno.so[+c419b4]
0.05%     GameThread       libunwind::CFI_Parser<libunwind::LocalAddressSpace>::parseFDEInstructions(libunwind::LocalAddressSpace&, libunwind::CFI_Parser<libunwind::LocalAddressSpace>::FDE_Info const&, libunwind::CFI_Parser<libunwind::LocalAddressSpace>::CIE_Info const&, unsigned long, int, libunwind::CFI_Parser<libunwind::LocalAddressSpace>::PrologInfo*)
0.05%     GsWorker         libvulkan_freedreno.so[+c658d0]
0.04%     GsWorker         libvulkan_freedreno.so[+aa11c4]
0.04%     GsWorker         libvulkan_freedreno.so[+c6574c]
0.04%     GsWorker         libvulkan_freedreno.so[+c44114]
0.04%     GsWorker         libvulkan_freedreno.so[+c650b4]
0.04%     GsWorker         libvulkan_freedreno.so[+c658c0]
0.04%     GsWorker         libvulkan_freedreno.so[+ae5d20]
0.04%     GsWorker         libvulkan_freedreno.so[+b4159c]
0.04%     GameThread       VU1RecompImage<11917748289753363281ul>::f06c8(VU1Interpreter&, VU1Interpreter::RunContext&)
0.04%     GsWorker         libvulkan_freedreno.so[+c6577c]
0.04%     GsWorker         libvulkan_freedreno.so[+ae6528]
0.04%     GsWorker         libvulkan_freedreno.so[+c658c4]
0.04%     GsWorker         libvulkan_freedreno.so[+c6576c]
0.04%     GsWorker         libvulkan_freedreno.so[+aa1178]
0.04%     GsWorker         libvulkan_freedreno.so[+b48948]
0.04%     GsWorker         libvulkan_freedreno.so[+a96c9c]
0.04%     GsWorker         libvulkan_freedreno.so[+b7a810]
0.04%     GsWorker         libvulkan_freedreno.so[+c653a4]
0.04%     GsWorker         libvulkan_freedreno.so[+c653c8]
0.04%     GameThread       VU1RecompImage<11917748289753363281ul>::f0700(VU1Interpreter&, VU1Interpreter::RunContext&)
0.04%     GsWorker         libvulkan_freedreno.so[+a96cd4]
0.04%     GsWorker         libvulkan_freedreno.so[+c1d0e8]
0.04%     GsWorker         libvulkan_freedreno.so[+c1e664]
0.04%     GsWorker         libvulkan_freedreno.so[+b6c1c4]
