POLL t=10.3 tick=349
8333333
410352090124708	410352105441843	410352090426635
410352090286479	410352113659395	410352090430854
410352119172729	410352130092260	410352119478666
410352149121010	410352162951113	410352149402572
410352149398927	410352171166738	410352149482104
410352178491479	410352195814239	410352178772885
410352207612885	410352220460072	410352207946791
410352207802572	410352228676322	410352207953458
410352237418354	410352253322624	410352237724916
410352266384239	410352277965697	410352266700854
410352266628041	410352286179499	410352266706479
410352296077676	410352310821530	410352296320229
410352325277676	410352335467467	410352325577833
410352325516010	410352343683405	410352325588510
410352355267989	410352368332311	410352355597833
410352384677885	410352401200228	410352384986791
410352385043197	410352409416843	410352385125229
410352414824239	410352425848822	410352415102260
410352447313041	410352458712415	410352447578979
410352447608510	410352466928145	410352447720385
410352477310229	410352491576791	410352477700541
410352506575958	410352524447259	410352506869708
410352506754864	410352532666634	410352506881010
410352536780541	410352549103093	410352537103301
410352566905697	410352581973666	410352567224135
410352567135958	410352590191374	410352567227260
410352595817103	410352606626790	410352596104916
410352625141791	410352639496947	410352625455176
410352625325228	410352647713822	410352625460228
410352654812989	410352672365644	410352655093926
410352684112103	410352697015645	410352684415958
410352684328614	410352705232259	410352684419603
410352713675385	410352729885437	410352713960385
410352742703458	410352754535385	410352742988822
410352742960645	410352762753040	410352743080072
410352772773978	410352787404707	410352773064083
410352802577051	410352820271947	410352802892051
410352802824291	410352828489030	410352802907989
410352832352989	410352844922936	410352832647260
410352861565385	410352877791061	410352861839395
410352861734291	410352886009551	410352861872520
410352890642833	410352902444812	410352890914447
410352921084135	410352935310436	410352921376478
410352921286478	410352943526999	410352921381583
410352951525020	410352968179967	410352951842728
410352981426478	410352992832155	410352981798770
410352981629135	410353001048353	410352981830697
410353010834291	410353025699186	410353011126635
410353040544916	410353058567415	410353040828978
410353040774135	410353066784342	410353040829395
410353069589239	410353083218770	410353069893978
410353099498666	410353116079030	410353099785853
410353099896322	410353124294342	410353099996582
410353129236166	410353140724759	410353129511791
410353160259135	410353173585904	410353160546895
410353160449603	410353181800957	410353160559447
410353190605489	410353206447779	410353190899291
410353221182572	410353239312571	410353221466634
410353221399551	410353247529395	410353221471791
410353250620072	410353263963301	410353250917676
410353279972259	410353296831478	410353280362051
410353280247207	410353305046218	410353280366166
410353309679447	410353321478040	410353309974447
410353339059551	410353354346739	410353339384291
410353339328041	410353362564603	410353339385072
410353371913770	410353387213405	410353372206791
410353372776009	410353395429864	410353373067884
410353402646895	410353420079499	410353402931270
410353431742103	410353444727624	410353432119291
410353431928509	410353452944030	410353432134916
410353461777728	410353477598353	410353462050384
410353491401947	410353502249395	410353491704134
410353491682207	410353510467519	410353491797728
410353523541114	410353535115904	410353523834447
410353525003145	410353543331634	410353525285332
410353554078353	410353567981999	410353554350697
410353583168509	410353600847520	410353583550332
